Input campaigns here	"Campaign=39-327485648, locale=en_US"
Action	Status	Campaign	Budget	Budget ID	Network	Delivery method	Start date	End date	Ad rotation	Frequency cap	Mobile bid modifier	Impressions Thumbnail (Ignored)	Impressions Video (Ignored)	Impressions (Ignored)	Views (Ignored)	Unique viewers (Ignored)	View rate (Ignored)	Avg. CPV (Ignored)	Total cost (Ignored)	Clicks (Ignored)	CTR (Ignored)	Avg. CPM (Ignored)	Reach per freq. 1+ (Ignored)	Reach per freq. 2+ (Ignored)	Reach per freq. 3+ (Ignored)	Reach per freq. 4+ (Ignored)	Reach per freq. 5+ (Ignored)	Reach per freq. 6+ (Ignored)	Reach per freq. 7+ (Ignored)	Reach per freq. 8+ (Ignored)	Avg. impr. freq. (Ignored)	Avg. view freq. (Ignored)	Video played to: 25% (Ignored)	Video played to: 50% (Ignored)	Video played to: 75% (Ignored)	Video played to: 100% (Ignored)	Impression share (Ignored)	Lost IS (budget) (Ignored)	Lost IS (rank) (Ignored)	Earned views (Ignored)	Earned subscribers (Ignored)	Earned playlist additions (Ignored)	Earned likes (Ignored)	Earned shares (Ignored)
	Enabled	waaaa (39-327485648)	5	38-392254568	YouTube Videos	Standard	 2015-7-2 (already started)	#n/a	Optimize for views	#n/a	0%	0	0	0	0	 	0.00%	Php0.00	Php0.00	0	0.00%	Php0.00	 	 	 	 	 	 	 	 	 	 	0%	0%	0%	0%	 	 	 	0	0	0	0	0


Input ads here	"Campaign=39-327485648, locale=en_US"
Action	Status	Ad	Video id	Thumbnail	Headline	Description line one	Description line two	Display Url	Destination Url	Final Url	Tracking template	Custom parameter	YouTube destination	Showing on	Companion banner	Enable ad for	Video (Ignored)	Campaign	Impressions Thumbnail (Ignored)	Impressions Video (Ignored)	Impressions (Ignored)	Views (Ignored)	Unique viewers (Ignored)	View rate (Ignored)	Avg. CPV (Ignored)	Total cost (Ignored)	Clicks (Ignored)	CTR (Ignored)	Avg. CPM (Ignored)	Reach per freq. 1+ (Ignored)	Reach per freq. 2+ (Ignored)	Reach per freq. 3+ (Ignored)	Reach per freq. 4+ (Ignored)	Reach per freq. 5+ (Ignored)	Reach per freq. 6+ (Ignored)	Reach per freq. 7+ (Ignored)	Reach per freq. 8+ (Ignored)	Avg. impr. freq. (Ignored)	Avg. view freq. (Ignored)	Video played to: 25% (Ignored)	Video played to: 50% (Ignored)	Video played to: 75% (Ignored)	Video played to: 100% (Ignored)	Earned views (Ignored)	Earned subscribers (Ignored)	Earned playlist additions (Ignored)	Earned likes (Ignored)	Earned shares (Ignored)
	Enabled	Scrapbooking Ideas 1 (43-240164768)	 TPSRQmiBImU	#n/a	#n/a	#n/a	#n/a	www.newscrapbookingideas.com	http://newscrapbookingideas.com	#n/a	#n/a	#n/a	#n/a	In-stream	#n/a	"creating keepsakes mag - Group 1 (42-240164528), creating keepsakes mag - Group 2 (42-240164648)"	Scrapbooking Ideas 1	waaaa (39-327485648)	0	0	0	0	 	0.00%	Php0.00	Php0.00	0	0.00%	Php0.00	 	 	 	 	 	 	 	 	 	 	0%	0%	0%	0%	0	0	0	0	0


Input targeting groups here	"Campaign=39-327485648, locale=en_US"
Action	Status	Targeting group	Campaign	Max CPV	Impressions Thumbnail (Ignored)	Impressions Video (Ignored)	Impressions (Ignored)	Views (Ignored)	Unique viewers (Ignored)	View rate (Ignored)	Avg. CPV (Ignored)	Total cost (Ignored)	Clicks (Ignored)	CTR (Ignored)	Avg. CPM (Ignored)	Reach per freq. 1+ (Ignored)	Reach per freq. 2+ (Ignored)	Reach per freq. 3+ (Ignored)	Reach per freq. 4+ (Ignored)	Reach per freq. 5+ (Ignored)	Reach per freq. 6+ (Ignored)	Reach per freq. 7+ (Ignored)	Reach per freq. 8+ (Ignored)	Avg. impr. freq. (Ignored)	Avg. view freq. (Ignored)	Engagements (Ignored)	Engagement rate (Ignored)	Video played to: 25% (Ignored)	Video played to: 50% (Ignored)	Video played to: 75% (Ignored)	Video played to: 100% (Ignored)	Impression share (Ignored)	Lost IS (budget) (Ignored)	Lost IS (rank) (Ignored)	Earned views (Ignored)	Earned subscribers (Ignored)	Earned playlist additions (Ignored)	Earned likes (Ignored)	Earned shares (Ignored)
	Enabled	creating keepsakes mag - Group 1 (42-240164528)	waaaa (39-327485648)	Php0.10	0	0	0	0	 	0.00%	Php0.00	Php0.00	0	0.00%	Php0.00	 	 	 	 	 	 	 	 	 	 	0	0.00%	0%	0%	0%	0%	 	 	 	0	0	0	0	0
	Enabled	creating keepsakes mag - Group 2 (42-240164648)	waaaa (39-327485648)	Php0.10	0	0	0	0	 	0.00%	Php0.00	Php0.00	0	0.00%	Php0.00	 	 	 	 	 	 	 	 	 	 	0	0.00%	0%	0%	0%	0%	 	 	 	0	0	0	0	0


Input targets here	"Campaign=39-327485648, locale=en_US"
Action	Type	Status	Target	Targeting group	Max CPV	Impressions Thumbnail (Ignored)	Impressions Video (Ignored)	Impressions (Ignored)	Views (Ignored)	View rate (Ignored)	Avg. CPV (Ignored)	Total cost (Ignored)
	YouTube video	Enabled	Sneak Peak of Handmade Christmas Tag with Penny Black (youtube.com/video/aM9c66LJOkc) (10-143503685339)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Sneak Peak of Handmade Christmas Tag with Penny Black (youtube.com/video/aM9c66LJOkc) (10-143503685339)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Graphic 45 Curtain Call Paper Pads (youtube.com/video/ANoEpooRr4I) (10-143499566699)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Graphic 45 Curtain Call Paper Pads (youtube.com/video/ANoEpooRr4I) (10-143499566699)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Which Scrapbook Die Cutting Machine is Right for You PART 2 (youtube.com/video/ap6x6x3jtYo) (10-143503687019)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Which Scrapbook Die Cutting Machine is Right for You PART 2 (youtube.com/video/ap6x6x3jtYo) (10-143503687019)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Silhouette Cameo Pen Holder by Silhouette America (youtube.com/video/aQsz6fHsauQ) (10-143503685579)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Silhouette Cameo Pen Holder by Silhouette America (youtube.com/video/aQsz6fHsauQ) (10-143503685579)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Cutting Quilts Made Easy with Silhouette Cameo (youtube.com/video/ARALg8sORK0) (10-143499566939)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Cutting Quilts Made Easy with Silhouette Cameo (youtube.com/video/ARALg8sORK0) (10-143499566939)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Silhouette Premium Transfer Paper for Cameo (youtube.com/video/AVUtwqNj-jg) (10-143499567179)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Silhouette Premium Transfer Paper for Cameo (youtube.com/video/AVUtwqNj-jg) (10-143499567179)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Die-Versions Elegant Piano Die from Music Collection (youtube.com/video/aWNeodqUEeU) (10-143503685819)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Die-Versions Elegant Piano Die from Music Collection (youtube.com/video/aWNeodqUEeU) (10-143503685819)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to Use Sizzix Thinlits Carnation Flower Die (youtube.com/video/aYEBU0OI4dk) (10-143503686059)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to Use Sizzix Thinlits Carnation Flower Die (youtube.com/video/aYEBU0OI4dk) (10-143503686059)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	JustRite Papercraft Vintage Fan by Darsie Bruno (youtube.com/video/ayFfJTvHgIg) (10-143503687259)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	JustRite Papercraft Vintage Fan by Darsie Bruno (youtube.com/video/ayFfJTvHgIg) (10-143503687259)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	New uses for old supplies (youtube.com/video/aYIpJTMBBJU) (10-143503686299)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	New uses for old supplies (youtube.com/video/aYIpJTMBBJU) (10-143503686299)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Create a Tag with Penny Black dies and Tim Holtz Inks with Jill Foster (youtube.com/video/ayZx_E8AF98) (10-143503687499)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Create a Tag with Penny Black dies and Tim Holtz Inks with Jill Foster (youtube.com/video/ayZx_E8AF98) (10-143503687499)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Cardmaking Quick and Easy Halloween Treat Holders (youtube.com/video/AZ_X96SDAB4) (10-143499567659)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Cardmaking Quick and Easy Halloween Treat Holders (youtube.com/video/AZ_X96SDAB4) (10-143499567659)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How To Use Shimmer Sheetz by Elizabeth Craft Designs Dies (youtube.com/video/AZF4vVTBGLA) (10-143499567419)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How To Use Shimmer Sheetz by Elizabeth Craft Designs Dies (youtube.com/video/AZF4vVTBGLA) (10-143499567419)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Die-Versions Torn Notebook Edge Spiral Dies Back To Basics Collection (youtube.com/video/B_QFVVVD7Rw) (10-143499570299)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Die-Versions Torn Notebook Edge Spiral Dies Back To Basics Collection (youtube.com/video/B_QFVVVD7Rw) (10-143499570299)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to Make a Pillowcase by Sizzix (youtube.com/video/b1I-gMkmJTs) (10-143503687739)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to Make a Pillowcase by Sizzix (youtube.com/video/b1I-gMkmJTs) (10-143503687739)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Karen Burniston Pivot Card Dies for Elizabeth Craft Designs (youtube.com/video/B3FnQsXl9G4) (10-143499568139)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Karen Burniston Pivot Card Dies for Elizabeth Craft Designs (youtube.com/video/B3FnQsXl9G4) (10-143499568139)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Watercolor Technique with Hero Arts Christmas Crystals clear stamp set (youtube.com/video/BAjeCOyOuro) (10-143499568379)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Watercolor Technique with Hero Arts Christmas Crystals clear stamp set (youtube.com/video/BAjeCOyOuro) (10-143499568379)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Elf Magic Christmas Cards (youtube.com/video/BC9rrT2ZYE8) (10-143499568619)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Elf Magic Christmas Cards (youtube.com/video/BC9rrT2ZYE8) (10-143499568619)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How To Use Spellbinders Imperial Gold Dies In The Vagabond (youtube.com/video/bcV2NcNUVxA) (10-143503689179)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How To Use Spellbinders Imperial Gold Dies In The Vagabond (youtube.com/video/bcV2NcNUVxA) (10-143503689179)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Introducing Precious Memories from Graphic 45 (youtube.com/video/BFMUIajO5AE) (10-143499568859)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Introducing Precious Memories from Graphic 45 (youtube.com/video/BFMUIajO5AE) (10-143499568859)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	JustRite Papercraft Making Gift Bags by Darsie Bruno (youtube.com/video/BgaLJaTjHs8) (10-143499570539)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	JustRite Papercraft Making Gift Bags by Darsie Bruno (youtube.com/video/BgaLJaTjHs8) (10-143499570539)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Provo Craft Cricut versus Silhouette Cameo Review (youtube.com/video/bGIEhDi5iOE) (10-143503687979)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Provo Craft Cricut versus Silhouette Cameo Review (youtube.com/video/bGIEhDi5iOE) (10-143503687979)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Party With the Silhouette Cameo (youtube.com/video/bgikrQvhd8A) (10-143503689659)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Party With the Silhouette Cameo (youtube.com/video/bgikrQvhd8A) (10-143503689659)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Introducing Home Sweet Home from Graphic 45 (youtube.com/video/bgV92Vri7Uc) (10-143503689419)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Introducing Home Sweet Home from Graphic 45 (youtube.com/video/bgV92Vri7Uc) (10-143503689419)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Magnolia Stamps and Wrapping Paper Christmas Card tutorial (youtube.com/video/bgz1z3gh2b8) (10-143503689899)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Magnolia Stamps and Wrapping Paper Christmas Card tutorial (youtube.com/video/bgz1z3gh2b8) (10-143503689899)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to Use Spellbinders Dies in Quickutz Epic Six (youtube.com/video/BI_Rdzx8fa8) (10-143499569099)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to Use Spellbinders Dies in Quickutz Epic Six (youtube.com/video/BI_Rdzx8fa8) (10-143499569099)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Card Making: Doodled Spellbinders In'Spire Cards (youtube.com/video/bI7GY_0_Jjk) (10-143503688219)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Card Making: Doodled Spellbinders In'Spire Cards (youtube.com/video/bI7GY_0_Jjk) (10-143503688219)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Die-Versions Basketball Hoop Whispers Die (youtube.com/video/BIzK2HrGEi4) (10-143499569339)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Die-Versions Basketball Hoop Whispers Die (youtube.com/video/BIzK2HrGEi4) (10-143499569339)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	New Sizzix dies! 3 Cards from start to finish! (youtube.com/video/BjA-qQy3wpQ) (10-143499570779)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	New Sizzix dies! 3 Cards from start to finish! (youtube.com/video/BjA-qQy3wpQ) (10-143499570779)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	DIY Sunglasses Layout with Sizzix Originals die (youtube.com/video/BJPG9rLTNPw) (10-143499569579)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	DIY Sunglasses Layout with Sizzix Originals die (youtube.com/video/BJPG9rLTNPw) (10-143499569579)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Die-Versions Gatsby Font Dies Back To Basics Collection (youtube.com/video/Bk-0jKatUAg) (10-143499571019)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Die-Versions Gatsby Font Dies Back To Basics Collection (youtube.com/video/Bk-0jKatUAg) (10-143499571019)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	A  Bo Bunny Mothers Day Card idea (youtube.com/video/bL1hyXmNPsU) (10-143503688459)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	A  Bo Bunny Mothers Day Card idea (youtube.com/video/bL1hyXmNPsU) (10-143503688459)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Waterfall Card Using Heartfelt Creations Raindrops on Roses Collection (youtube.com/video/blFS55sDyLU) (10-143503690139)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Waterfall Card Using Heartfelt Creations Raindrops on Roses Collection (youtube.com/video/blFS55sDyLU) (10-143503690139)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to Use Sizzix Stephanotis Flower Die (youtube.com/video/BNHNySDBrK8) (10-143499569819)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to Use Sizzix Stephanotis Flower Die (youtube.com/video/BNHNySDBrK8) (10-143499569819)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How To Use Spellbinders Die D Lites In The Genius Platform (youtube.com/video/bNn7I0Az6O0) (10-143503688699)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How To Use Spellbinders Die D Lites In The Genius Platform (youtube.com/video/bNn7I0Az6O0) (10-143503688699)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Grunged Up Father's Day Card with Heartfelt Creations All Geared Up (youtube.com/video/bqpEBRT7yqU) (10-143503690379)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Grunged Up Father's Day Card with Heartfelt Creations All Geared Up (youtube.com/video/bqpEBRT7yqU) (10-143503690379)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How To Do Recipe Journal with Tim Holtz Folio (youtube.com/video/BrXEQFWeaKA) (10-143499571259)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How To Do Recipe Journal with Tim Holtz Folio (youtube.com/video/BrXEQFWeaKA) (10-143499571259)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Sizzix Vintaj 2014 Product Review (youtube.com/video/bS9gOatNLk8) (10-143503688939)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Sizzix Vintaj 2014 Product Review (youtube.com/video/bS9gOatNLk8) (10-143503688939)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Penny Black Christmas Clear Transparent Stamps 2013 (youtube.com/video/bv7t6AXsoSA) (10-143503690619)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Penny Black Christmas Clear Transparent Stamps 2013 (youtube.com/video/bv7t6AXsoSA) (10-143503690619)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Graphic 45 Gift Bag and Card set (youtube.com/video/bwxQxV9Tg6E) (10-143503690859)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Graphic 45 Gift Bag and Card set (youtube.com/video/bwxQxV9Tg6E) (10-143503690859)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Authentique Irresistible Paper Collection (youtube.com/video/BYHpizfMMVo) (10-143499570059)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Authentique Irresistible Paper Collection (youtube.com/video/BYHpizfMMVo) (10-143499570059)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Bo Bunny Paper and Project Ideas CHA 2012 (youtube.com/video/bzYzW80Zwu8) (10-143503691099)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Bo Bunny Paper and Project Ideas CHA 2012 (youtube.com/video/bzYzW80Zwu8) (10-143503691099)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Silhouette America Printable Gold & Silver Foil (youtube.com/video/C2WBbyJTPPY) (10-143499571499)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Silhouette America Printable Gold & Silver Foil (youtube.com/video/C2WBbyJTPPY) (10-143499571499)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Silhouette America Adhesive Magnet Paper (youtube.com/video/C3Jt-0TbRr8) (10-143499571739)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Silhouette America Adhesive Magnet Paper (youtube.com/video/C3Jt-0TbRr8) (10-143499571739)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Flip Calendar using Time to Flourish from Graphic 45 (youtube.com/video/c4le_IMTha4) (10-143503691339)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Flip Calendar using Time to Flourish from Graphic 45 (youtube.com/video/c4le_IMTha4) (10-143503691339)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to use Genius Ultimate Platform in Sizzix Big Shot (youtube.com/video/c6LJT3o15BY) (10-143503691579)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to use Genius Ultimate Platform in Sizzix Big Shot (youtube.com/video/c6LJT3o15BY) (10-143503691579)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to Make a Covered Box with Tim Holtz and Graphic 45 (youtube.com/video/C7MFtz8Glx0) (10-143499571979)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to Make a Covered Box with Tim Holtz and Graphic 45 (youtube.com/video/C7MFtz8Glx0) (10-143499571979)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Just Because Card Idea with Spellbinders (youtube.com/video/C8ISA-O7oeI) (10-143499572219)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Just Because Card Idea with Spellbinders (youtube.com/video/C8ISA-O7oeI) (10-143499572219)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Tim Holtz Bird Crazy Art Journal Page (youtube.com/video/c8kp-C6iBQc) (10-143503691819)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
